reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A203OCQQ12MAVT,B000165DSM,"HMMWV ""God, Country, Corps""","[4, 6]","Everyone develops personal preferences over time for one reason or another.  I have a personal preference for the XLR ends with the really fine threaded plastic cap on the outside (first to slide down the cable) with a 4 legged gripper underneath that slides next down the cable and pinches down as you tighten the plastic outer cap into the metal housing with the solder contacts causing the gripper to strain relief most cable diameters.  Unfortunately that design isn't used here, but I chose to award the 5 star rating for value because you get 15' of good quality shielded cable with 2 XLR ends (M and F) for well under $1/ft.As for pinout it's straightforward, pin 1 is tied to the metal grip and shield and connects between both ends, while pins 2 and 3 are run isolated between both ends.  The end design chosen uses the single set screw connector (the tiny one that gets lost so easy if you need to take it apart) and the rubber bumper design on the back which I haven't had the best of luck making quick changes in the field with, however for interconnecting equipment on a temporary basis these cables are an important starting point of any audio engineer's kit because they will be used not if but WHEN the need arises.Another favorite of mine is the 6 pack of 3 foot male to female cables which do use my favorite XLR ends mentioned above, which amazon will rush you:GLS Audio 3ft Patch Cable Cords - XLR Male To XLR Female Black Cables - 3' Balanced Snake Cord - 6 PACK- these are very easy to open an end, change phase, lift ground, or input someone's oddball source signal.  Having 6 on hand means you won't quibble over cable costs before the show starts and that channel will be in the final mix.Back to pyle's product here, I basically took away 1 star for not using the easy to open and re-wire XLRs but gave them a star for value in the product since it's 15 feet long and will reach between my mixer and most anything else inside the booth for under a buck a foot.  It's also great when someone yells ""it's too short I need a cable stretcher at the podium!"" and quickly adds 15 feet of noise free movement to a stage snake that either wasn't planned for or got moved/quit working.  For the price they have saved many installations from being torn up or rewired which means no surprises opening the next showing.I finally equipped my cable kit with the usual XLR to  RCA, 1/4 TRS, hi-z transformers, and the above mentioned 6 pack of 3 foot cables to quickly gain access to the XLR terminals if need be, plus 2 of these 15 foot cables mainly to solve distance problems, and a roll of gaffer's tape for good measure to prevent tripping hazards.  I used to have 2ea 50 foot XLR cables but no sooner than the box was opened one became a permanent addition to the stage snake so now I have one left for my kit. With all that I had to build an emergency XLR to 2.5mm TS all metal shielded connector for a mike input on short notice so a soldering kit with misc plugs got added to my cable bin.  Even though all this was under $100 it has saved the day more than once and made the show go on, so a bit of ""what if"" thinking and judicial purchases can make you look like the miracle mixer in the black painted room and justify your existance when the owner's daugher's toy musicbox becomes a channel in the house mix thanks to some quick cable magic.My last cable advice is never deconstruct something you custom made.  It will no doubt be needed again, and since you made it you'll know why, how, and where it was used before, thus you save time not recreating a past fix rather pulling it from your magic box of tricks and solving the problem.  People think you can hook anything up where others tried and failed furthering your staff position.  My only exception goes to cables that violate every standard and didn't serve to fix the problem like that phase reversed ground lifted XLR 4 pin stereo Y splitter to dual TRS female cable I made for the harmonica duet where the performers had nose rings and lip bars pierced and kept getting static with their mics when they held the harmonica up to their jewelry.  I chalked that up to being part of the intended musical signal, wondering just how much it hurt to play with all the piercings scraping along the harmonica when I setup my monitor speakers to listen to just that (stereo) channel in rehersal at the console.",5,This gets 5 stars for value but doesn't use my favorite XLR end,1272326400,"04 27, 2010"
A12YXGXV4MATDS,B000165DSM,James Dulworth,"[0, 0]",This is a great chord for anyone needing to not spend the money on a high quality chord... It's no PEAVEY but it works just as good...,5,Very Satisfied,1395100800,"03 18, 2014"
AQZ7HGW2FF4ED,B000165DSM,John Doe,"[0, 0]","The product feels a little on the ""cheap"" side, but definitely does the job the way it should- so that's all I care about. It was cheap, and came fast. I recommend it.",4,"Feels cheap, but does the job.",1290211200,"11 20, 2010"
A3E6FHS8DV037H,B000165DSM,Jon F,"[0, 0]",I bought a pair of these cables and they work just fine.  There doesn't seem to be any noise and they seem to be built to last.  They do what they're supposed to do.,5,It Works,1362009600,"02 28, 2013"
A3M48SSAOTBSMW,B000165DSM,L. Rapoport "lenrapp","[0, 0]","This was one of two I purchased. Also bought the 25' Length and used them on an assignment recently.  They fit my RODE Mic nice and tight, other cords I have bought didn't and the sound quality is excellent. If Amazon allowed a link I would give you a link to a video I just finished on the Independence of the Seas.  Go to my website and look for it...IPA IMPRESS dot Com",4,"Great product, Fast Service, Crazy Low Price",1360281600,"02 8, 2013"
A1K45HFFFDNP1A,B000165DSM,P. Bradley,"[6, 6]","Not much to say other than it's a good cable. Good solid connections with no play. After consistent use, it's going strong.",4,Good cable,1311811200,"07 28, 2011"
A12N7TJQR2RB9W,B000165DSM,R. Jackson,"[1, 1]","No complaints, it's quiet enough and the price is right. Is it a Monster cable? No, but it doesn't cost as much either. I've used this on lead vocal tracks into a studio condensor mic for professional album sessions and it was fine.",4,Decent XLR cable,1279497600,"07 19, 2010"
A2CPP7BZKOF9TP,B000165DSM,R Zimmer,"[0, 0]",well made and the perfect length for my needs. the shielding was great as well. the end connectors were well made and strong.,5,quality made,1366502400,"04 21, 2013"
AOINAOO0NQRGN,B000165DSM,Sessue,"[0, 0]","I purchased this to connect a Sennheiser E825 mike with guitar amps. This requires, of course, the addition of a 1/4 inch adapter plug. The cable itself has worked perfectly and proved both durable and of a suitable length at least for jamming with friends and playing in small venues. Recommended.UPDATE: I marked this product down one star after a connector fell apart during what I regarded as relatively light duty. The set screw fell out and could not be found. I've had similar problems with other Pyle products. If you buy them, I recommend tat you get a micro-screwdriver set as well so that you can tighten te connector screws before you have a similar xperience.",4,Works well with guitar amps (if ou tighten the set screws),1337558400,"05 21, 2012"
A3DGMJN91IUKGU,B000165DSM,Tommy B.,"[0, 0]","Like most products on the market, depending on where and how the item is used, your experience may vary. For me, this cable is going to be used on a semi-stationary mic stand in my project studio, and thus far, it's done nothing but an exceptional job. I tested the cable with a few different mics and in each scenario, the signal was just as strong as the some of the other, more pricey cables out there. Would I purchase this again? Absolutely!",5,Low Price for a Great Mic Cable,1362268800,"03 3, 2013"
A3IZF3M92E7SI2,B000165DSM,Top Flite Golfer "Top Flite Golfer","[0, 0]","The extra length gives me more flexibility and maneuverability.  Cord works well and hasn't been any problem, to date.  Plugs directly to the system, or my mini-amp.  Works well.",5,XLR male to XLR female Microphone Cable - 15 feet,1357948800,"01 12, 2013"
A3EU3ET85O8ZFX,B000165DSM,Youngblood "Steven G.","[1, 2]","I have to tell you guys, these XLR cables that I have received recently are by far the best quality cables I have ever encountered in my entire music (professional) life.I would suggest these cables to any one of my colleagues.",5,These cables are super!,1325289600,"12 31, 2011"
AJK15Q9JOEHRH,B0001FTVD6,aceofbase,"[0, 0]",Got a packet to try but I found they are better than the Gator screws that came with my case! My equipment is very secure. Highly recommended.,5,Good rack screws at a good price,1334275200,"04 13, 2012"
A2QJQ3HSJB4NS,B0001FTVD6,Bmkeener,"[0, 0]",They are screws. They screw in and hold things. To say that they did less would've gotten the 1 star. I like them.,5,They do the job,1358035200,"01 13, 2013"
A1MVH1WLYDHZ49,B0001FTVD6,Captn' Bob,"[0, 0]",Good quality rack screws that come with rubber washers to protect face of equipment.  Arrived ahead of estimated arrival time which is always nice.,4,GOOD PRODUCT,1383523200,"11 4, 2013"
ARID6HRKRWGFW,B0001FTVD6,Cefer,"[0, 0]",Excellent rack screws with washers. Its fit very good to rack holes. Good presentation and well packed. I will buy again.,5,It fits very good to rack holes,1383523200,"11 4, 2013"
A35D9ODUCAMF5G,B0001FTVD6,Dad,"[0, 0]",So far the ones I have used have all threaded nicely into our 16u rack. There are exactly as described and do the job. What more can a guy say about a little box of screws? Maybe I should post some pics of the little buggers in action?,5,Yep- they are rack screws!,1382054400,"10 18, 2013"
A1A64ANBPFSAT4,B0001FTVD6,Erosvin,"[0, 1]","Pros:* They look very nice.* They cause much less wear than the 2nd hand rack screws and washers.Cons:* More expensive and I had to wait a few days longer than it took my rack equipment to ship.I'd purchase these again, but I now have 25 but only need 16 at the most once my rack is filled.",5,Better than the 2nd hand rack screws,1350864000,"10 22, 2012"
A1RHGZOBDC3WQF,B0001FTVD6,Jhoc,"[0, 0]","I replaced all the stock mounting screws that came with our sound rack cabinet with these, as they were nearly invisible with the black rails and mounting plates. The plastic washers also seem to protect the finishes better than metal washers on the equipment I mounted. Inexpensive, and worth it.",5,Nice Stylish Looking Screws for Rack Cabinets,1393718400,"03 2, 2014"
A37AQI4AU3JWSR,B0001FTVD6,Joshua,"[0, 0]","Donr be fooled by the imitations... should be their slogan. There are some real junky ones out there and these are great, love the washers, life savers. Thanks!",5,Best rack screws for your money.,1355788800,"12 18, 2012"
AUK79PXTAOJP9,B0001FTVD6,~ Kyle,"[0, 0]","Great rack mount screws. Rubber washers are perfect, lets it give your item that tight fit without worry of the screws working out any time soon. I use them on my portable desktop rack with my mobile DJ equipment and they have held strong.",5,Great,1373241600,"07 8, 2013"
A2PN3GY7I3EKC1,B0001FTVD6,N. McArthur "MyTech","[0, 0]","Other than that, when you need 10-32 rack screws, these are the real McCoy.  Wide enough pan to grab the ear, narrow enough to clear that next piece of gear!  Thanks, Raxxess!",5,25 Screws.... why not 24?  Even numbers would be nice.,1402963200,"06 17, 2014"
A3CSSZ6U5J4YS5,B0001FTVD6,overbybr,"[0, 0]","There are other rack screws out there, but Raxxess makes the best quality screws and soft washers available.",5,As good as it gets,1403827200,"06 27, 2014"
A3AOPVQ7EZHTWA,B00HFRXACG,frankp93 "frankp93","[2, 2]","I put the set on my Squire Jazz Bass with threaded bridge rollers. If you don't like loading up the tuners, trim a few inches off the leads; they're about 8-9 inches and have no cloth covering like Fenders. I usually play medium gauge flatwounds on this bass and the FlexSteels have overall less tension. I let out the truss rod a half turn to eliminate buzzing (yeah, ironic for a set designed for slapping).Gave them a not bad stretch and they're holding pitch well. I find the windings on the FlexSteels more comfortable than Rotosounds - at least comparing new-to-new. That helps when playing more horizontally with a lot of position shifting.Overall I'm more into jazz and classic prog than slapping and there's plenty of 'piano low-end sproing' (Squire, Lake and Ray Bennett fans will feel right at home, fingers or pick). The set is so bright-sounding in fact I had to roll a considerable amount off.The label says 'Light Top/Medium Bottom' (45-65-85-105): I found the gauge balance between the low E-A and the high D-G a little more pronounced than I'd like, but not outright uncomfortable.",4,Comfortable Alternative to Rotosounds,1403481600,"06 23, 2014"
A2VRAT69JDAD3W,B00HFRXACG,Jason Whitt "Whittmeister","[2, 2]","I've been using D' Addario strings for 20+ years to great satisfaction.  These flex steels are excellent.  Bass tones, response and resonance are superior to my ear.  You can't go wrong with these guys.",5,D' Addario is the best,1403136000,"06 19, 2014"
A356RFKNIG043B,B00HFRXACG,K. Swanson,"[1, 1]","I play guitar and bass, but the gitpicker in me envies full-time bassists because they almost never break strings, and bass strings hold their tone far longer than guitar strings. The price has also come down to where you can spend well under a hundred bucks a year on strings and always have fresh tone rich with harmonics. You don't know how not bad you've got it! And these D'Ad's are very not bad all-round strings, though they make a lot more noise than flatwounds and even ""normal"" nickel wound, so they're not for sloppy fingers.Very nice for funky players and those who want more definition and edge, these FlexSteels ring nicely and I like that the bottom E is a tad thicker at 105 than the usual light set's 100. Because these are pretty bright, that extra oomph is nice. And I'm a big believer that the amp can fix string issues much more easily with bass than guitar, so merely dialing out a little treble or even rolling off the volume a bit on your bass will take care of that. But if you're popping and slapping, these come through loud and clear. I really like the feel of the low E when I thumb pop with these.I play a P-bass with my index, middle and thumb, and these punch nicely at that scale length. The pickups also like them, and they get plenty loud, with full definition and plenty of top end, but not brittle. With a Trace Elliot or other high-def amp, these would be very unforgiving for all but the most exact players. I bet Marcus would kill with them.I think these are perfect for funk, and excellent for almost all rock styles. Obviously flats are better for jazz, but these make a not bad all-around string and for less than 20 clams they're a great deal.",5,You lucky basstards!,1402617600,"06 13, 2014"
A3KZEGBTPH6MMF,B00HFRXACG,Lucy Cat "Mandy","[0, 0]","A great set of bass strings with all the right features:- Perfect balance of bright/punch and warmth- Right, deep tones- Great feel and playability- Stable tuning- &#8220;Textured round&#8221; design with hexagonal core shape- Durable- Easy to stringMy father uses D&#8217;Addario on his telecaster and acoustic guitars, which originally prompted me to choose D&#8217;Addario for my Fender Jazz bass.  I can say that the brands&#8217; reputation carries over to bass&#8212;these are phenomenal strings.",5,Tremendous strings,1404518400,"07 5, 2014"
A1RPTVW5VEOSI,B00HFRXACG,Michael J. Edelman,"[1, 1]","I've been using D'Addario XL nickel wounds on my P-Bass for a long time. They have a lot of tone, they seem to last a long time, and they're not very expensive. These strings have the same feel as the nickel wounds, but are a lot brighter You get lots of overtones and high end from these. The choice of gauges is a little different from the regular XLs, too; instead of the .085 A and the .100 E they have a .085 A and a .105 E. That's just enough to give you a slightly more solid low end, and more metal to dig into, while retaining low tension in the D and G. I'm more of an old-school player and prefer nickel for that mellower sound, but if you're into funk or more modern sounds, you may feel that the bright SS sound is for you, and if so, these are a great string.",4,Very bright,1401062400,"05 26, 2014"
AWCJ12KBO5VII,B00HFRXACG,Michael L. Knapp,"[2, 2]",I installed these on a Fender Jazz bass with active electronics. After stringing them up & tuning I immediately noticed how really sharp they sounded. I play finger style and they really added a clear definition to each note played. They sounded great all up & down the fret board. Where I really noticed the difference was in recording. Been working on a new batch of songs and a the bass to the songs on the recordings made after these strings is noticeably superior to the ones made before. Except for the songs with acoustic bass I will be going back and re recording the bass parts to the songs made before I installed these strings. I  don't play slap or pick bass so I can't say how well they work for those styles but for my purpose they come very highly recommended.,5,Fine strings,1402963200,"06 17, 2014"
A29B4PAIOL7HYG,B00HFRXACG,N. Caruso "gibsonjunkie","[1, 1]","I have to admit this up front - I'm a terrible bass player. I play guitar and keep a bass in the music room for times when I have friend over to jam. I do dabble with the bass, but I'm not proficient with it. That being said; I really appreciate the difference these strings make in sound, playability and durability. These strings sound better and feel great to play for long periods of time. They have &#34;punch&#34; and &#34;snap&#34; which are not bad things to have in a bass. I haven't had them on for a real long time, but in the time I've had them they remain consistent and show absolutely no sound or metal degradation in the time they've been on my Fender MIM Jazz bass. When I need another set, I'll buy these!",5,Great strings,1402444800,"06 11, 2014"
A27L5L6I7OSV5B,B00HFRXACG,Otto Correct,"[0, 0]","These are some bright strings!I play with a pick and mostly stay in the realm of rock 'n' roll, so no comments on the slapping and popping claims the packaging makes, but there are plenty of great rock tones to be found.  Heck, crank the amp and dig in with a pick and these would be great strings for any Motorhead covers you're planning on playing!  not bad bright steel tone, not anywhere near as harsh on your fingertips (or frets!) as Rotosounds, and they're only a Jackson, not a bad string!",5,Great for the price!,1405900800,"07 21, 2014"
ABC68JUCPTVOE,B00IZCSW3M,A. Fabbri "afabbri","[0, 0]","Likes:- Pretty smooth.  Minimal fret noise and squeak compared to some- Bright, strong mids.- They do seem to stay in tune well.  Havent had to change tuning once they settled in.Will update this review with more experience as I play on these strings over the next week.",5,Great strings.,1403136000,"06 19, 2014"
AV8MDYLHHTUOY,B00IZCSW3M,Amazon Customer "eyegor","[1, 1]","My daughter is learning how to play and the .11 - .48 string set on my strat are giving her a literal pain.I put a set of the D'Addario NYXY0942 strings on my backup guitar and tuned it up. Usually, I've had issues when bringing some brands of strings up to pitch, but the D'Addario's seemed to do a much better job. I nearly always stress the higher pitch strings a bit before bringing them up to their final pitch and they stabilized quickly. The wound strings also seem quite stable. Frequently, it takes up to a couple of days for some strings to settle in, but I've seen no such issues with the D'Addario's.I usually use thicker strings on my guitars to get a fatter tone, but I was impressed by the sound of these in spite of them being much thinner than I usually like.My daughter is also very happy with them since they're not quite so tough on her fingers.",4,very nice extra light strings,1400112000,"05 15, 2014"
A146H4KN4LFR60,B00IZCSW3M,angelfood,"[2, 2]","Put these on my G&L; S500 electric. Sound great, play great, keeping their tune. None broken yet, but I don't usually break strings. I play at home for pleasure and recording, not out hitting the clubs. Blues, blues slide, rock, metal.I use D'Addario strings a lot. I try others but always come back to them. These will probably be my go to strings on electric guitar from now on. I really like them.",5,"Hammer, Bend, Thrash It!",1400976000,"05 25, 2014"
ABKNRVFFLEA3M,B00IZCSW3M,bertrarious "bertrarious","[1, 1]","I usually don't use anything lighter than 10s because I think the tone starts to get thin on both the highs or the lows.  I had already tried these in the 10 gauge size, and when these were offered via the Vine program, I thought what the heck.  I have a guitar which I believe the tension is always high and tried these on that instrument.  They do seem to help the string tension issue and the low end sounds (to these 62 year old ears) quite comparable to the 10s.  However, I do think there is still a thinning of the high end, but that's subjective.  I gave the 10s a 5 rating, and, realistically, I would give these 4.5 id I could.  If you're into 9 gauge strings I recommend these, but I'll stick with 10s and 11s.",4,"Very not bad strings, tone starts to thin",1399593600,"05 9, 2014"
A14JBDSWKPKTZA,B00IZCSW3M,Bob Feeser "MillCrafters.com","[0, 0]","I have preferred Ernie Ball Extra Lights which is a nickel string. They have a smooth depth of tone which is my preference. The NYXL's have a brighter tone, not bad playing ease, and stay in tune better when making new string changes. If you have a mahogany body guitar such as the Les Paul junior specials then the added top end would make a very nice match, or if you like a brighter tone on any guitar the same applies.These are not coated strings which a lot of strings in this price range are. Pertaining to output I am a firm believer that although you can notice a difference quite readily between certain types of stings in &#34;acoustic/unamplified&#34; output, but once you plug them into an amp with a volume knob the difference disappears.These do stay in tune better than my usual Ernie Balls nickels when you first put them on. The nickel takes a day to stretch into the tension of proper pitch. These have their tension adjust better on the first day of use. After the nickels set in you may not notice much of a difference. I find that by lightly sanding the nut with 1000 grit paper, and using Big Ben's Nut Sauce on all of the contact points of the string does more for keeping a guitar in tune than any other. Having these NYXL's on there is just one more added benefit.I would say if you are looking for a brighter tone, with better tuning stability, these are the ones to have. You can tell from the wall to wall 5 star reviews these are the one to have.",5,"Stay in tune better, more top end brightness",1402790400,"06 15, 2014"
A2VAD79S4A06DD,B00IZCSW3M,Bookenator,"[1, 1]","I normally get Elixir strings, but these sounded too not bad to pass up. They are indeed some high tech strings, with features including break resistance and improved tuning stability. Plus they feel and sound not bad. So grab a pack and get jamming. You'll definitely never want anything else.",5,"Great strings, give them a spin.",1400112000,"05 15, 2014"
A2FY8306QHI5LE,B00IZCSW3M,Bryan Barrow,"[0, 0]","At about twice the price of their standard strings, These D'Addario NYXL strings make lots of enticing claims about tuning stability, higher breaking point, and something called &#34;fusion twist&#34; (which I swear is a rare Chubby Checker B-side).Having just put a set of these on one of my guitars, I can't speak to any of the claims of superiority over other strings, but I can say they are solid, dependable strings with lots of &#34;punch and crunch&#34;.",4,Solid Dependable strings,1403308800,"06 21, 2014"
A3A7Y3TSPPZU9T,B00IZCSW3M,coffeebrain,"[1, 2]",I ordered these for my husband the guitar player.  He loves these strings.  He said they are high quality and make his guitar sound great!  Highly recommended.,5,"Guitar Strings, Light",1400457600,"05 19, 2014"
A3VVKC910FN4EK,B00IZCSW3M,David Basham,"[1, 1]",Great strings with a not bad feel to them. They are size 10-46 which is just right for my electric guitars. I won't know how long they last for awhile but they are a bit pricey. If they hold up well then they are loud and bright on my telecaster and I will switch if they last a long time. I don't think of these as extra lights (09-42) they are more of a light to me.,5,Great,1400025600,"05 14, 2014"
A30J7WQV0ZNRXG,B00IZCSW3M,D. Reinstein "marindavid","[4, 4]","I am,  primarily, an acoustic guitar player who acquired my first electric just about a year ago, a Gibson Les Paul. What I am finding is that the situation with electric guitar strings is very similar to that with acoustic guitars. Most name-brand strings are just fine, but some are markedly different than others. A few are actually a notch-above the others. These NYXLs from D'Addario are definitely in that 'notch above' category.I find them easier to play, better sounding and more reliable in holding their tuning than the six or seven others I have tried. I plan to stick with them.  A few comments about each area:Playability:These NYXLs bend easier and take less of a toll on the tips of my fretting (left) hand than do most of the others. Of course I have callouses that have been developed over the years and feel permanent - but heavy playing can still make my fingertips sore. These strings seem less 'cutting', even after a couple of hours of constant playing. THey also 'squeak' less when I slide up and down the neck.Sound:The sound is crisp and rich at the same time. Most electric guitarists who I know tend to prefer one of these qualities over the other and choose their strings accordingly. I prefer a blend of both - just as I do for my acoustic instruments.  These NYXLs provide the closest blend that I have been able to achieve of these two different but complimentary characteristics, andTuning:Tuning and re-tuning can drive a guitar player to distraction.  Even some really not bad sounding strings don't hold the tuning very well and even after only one brief riff, need to be adjusted by at least a quarter tone. These NYXLs are holding the tuning FAR better than the others I have used. Less time tuning = more not bad time playing!All-in-all, I found no flaw in these strings. There is always something new coming along and D'Addario's formulation that uses high carbon steel alloy in the manufacture of these strings seems to make a considerable and positive difference.  UNtil someone comes up with something better, I expect to stick with them!",5,The Best I Have Ever Used! These really ARE different and better.,1401840000,"06 4, 2014"
A2IMZNPSJGB2HQ,B00IZCSW3M,Fernando Valenzuela,"[0, 0]","I'm a long time D'Addario user. From the time I started playing I've tried most of the different brands out there and always end up back with my D'Addarios. I got the .09's to try on my Strat and the .10's to try on my LP and found that these new NYXL strings do have a little better output and stay in tune a little better but the trade off is the cost. Currently they're $11.99 on here compared to $4.99 or less for the regular version. So if you burn through a lot of strings, that may be a consideration. I don't go through strings that frequently (I'll change on each guitar every 2 to 3 months) so it's not a big concern for me.",5,Nice Improvement,1404691200,"07 7, 2014"
A20OBCQWBKCGZT,B00IZCSW3M,Flaherty,"[0, 0]","I've used D'Addario strings for years and they never fail me. These extra light are great for playing lead as they're easy to bend and feel great on your fingers. As they are extra light strings, they serve limited purposes but as for tone quality it is very smooth and clear. For a brand as a whole i'd recommend D'Addario strings to any guitarist and for gauge it's really dependent on play-style and role if you are in a group.",5,"Great company, always great strings",1403136000,"06 19, 2014"
A3AOPVQ7EZHTWA,B00IZCSW3M,frankp93 "frankp93","[0, 0]","I usually play an .11 on top and first grabbed my digital caliper to confirm the gauge of the high E in this set &#8211; it felt heavier than a .10, but the LED doesn&#8217;t lie and it confirmed .10.I put the NYXL set on my Ibanez Artist with DiMarzio  humbuckers. I stretch new strings out of habit; I don&#8217;t like the constant slipping as they settle.  I stretch all six strings in about 4-5 segments up the neck, retune, and hope for the best.There&#8217;s no whammy bar on the Artist and, for the first few days, I did a lot of blues bending to see how they&#8217;d hold up - the NYXLs stayed in tune very solidly with only minor tweaking as to be expected with any strings.I chose a darker-sounding guitar than a single-coil Fender, hoping the supposed brightness of the NYXLs would be more noticeable. On this guitar I usually play D&#8217;Addario XLs and an Ernie Ball &#8216;pink&#8217; set on my Strat so I&#8217;ve got two points of reference.In terms of tone, from the start the NYXLs sound much closer to &#8216;broken in&#8217; than the Ernie Balls. There&#8217;s far less &#8216;new jangle&#8217; to them and, while they&#8217;re bright, they&#8217;re manageable for the kind of tone I&#8217;m after. I play jazz in a more contemporary vein &#8211; in terms of tone more Scofield and Abercrombie than Wes Montgomery and Jim Hall.  I like a rich tone with some high end but without too much &#8216;klang&#8217;.In terms of feel and tension the NYXLs are stiffer and closer to the regular XLs than to Slinkys, which is probably to be expected. But oddly, the windings of the low E-A-D remind me a bit more of the Ernie Balls than XLs, whose windings feel a bit wider.Three weeks on, with the onset of warm humid weather around here the strings are showing no rust and still sound fresh.With so many players going through modeled amps and effects it&#8217;s a fair question just how much the tonal quality of electric strings still matters &#8211; or are we headed for &#8216;virtual strings&#8217; designed mostly for durability and intonation. Will we be dialing in &#8216;new and klangy&#8217;, &#8216;broken in with worn windings, or &#8216;sweated through and rusty&#8217;.I like to believe there are enough players out there young and old still fussy about tone and the role a not bad set of strings plays in delivering it.  To them I&#8217;d say these are worth checking out.",5,A Nice Upgrade of D&#8217;Addario&#8217;s workhorse XLs,1402963200,"06 17, 2014"
A3M1PLEYNDEYO8,B00IZCSW3M,G. Thomas "Tom","[1, 1]","I've been using Ernie Balls cobalt slinky light gauge because I like the feel.  I got these from the Vine, and wow, they are awesome.  They cost no more than the strings I normally get, but the tone and feel is totally different.  I can't comment on how long they'll last or keep in tune..but for now, I'm impressed.  I'll probably keep using these on my Santana PRS for awhile since I like the sound.  Every once in awhile, I'll step outside of my box...I mean.. I know the strings that I like and I tend to stick with them.  I use d'addario on my acoustic guitars, and ernie balls on my electrics..except for my strat..I like fender bullets on it.  So the sample from the Vine...sorta of nudged me..and I'm the better for it.",5,Awesome Tone,1399248000,"05 5, 2014"
A2VRAT69JDAD3W,B00IZCSW3M,Jason Whitt "Whittmeister","[1, 1]","I have used D' Addario electric guitar strings for years and have always loved their feel, playability, tone and reliability.  This set is no exception.  Light gauge for those who like to shred a little more but still great tone.  Highly recommend anything by D' Addario.",5,D'Addario can't be better,1399507200,"05 8, 2014"
A31RULW0KNYJ5H,B00IZCSW3M,LA,"[1, 1]","For a long time, I never thought much about guitar strings. I pretty much thought they were all the same.In fact, guitar strings seem to be enjoying a technological renaissance these days. D'Addario has gotten into the act with these NYXL strings, and I have to say that they are not like any other strings I've used.The feel is different, and the sound is different. Different in a WOW way. Yeah, they're more expensive, but they're worth it. I'm a cheapskate, and I can't go back to cheap strings.Now I'm spoiled, and I've become a guitar strings snob.",5,Cadillac of Guitar Strings,1398902400,"05 1, 2014"
A3KZEGBTPH6MMF,B00IZCSW3M,Lucy Cat "Mandy","[0, 0]","My father is a full-time gigging musician primarily on Steel Guitar and Telecaster.  He has been playing over 50 years and it takes a lot to get him interested in new strings.  We both use D'Addario strings almost exclusively (myself on bass guitar, and him on the electric).  These are *outstanding* strings with great durability, playability and exceptional sound.  They remain in tune for long gigs or recording sessions, they generate less fret noise than comparable strings and have a bright/crisp sound that really stands out. Well worth the extra investment.  Highly recommended!",5,Great for pickin' on the Tele or almost anything else!,1402704000,"06 14, 2014"
AWCJ12KBO5VII,B00IZCSW3M,Michael L. Knapp,"[7, 7]","D'Addario has always been one of the best string manufacturers around. I've used their strings for electric & acoustic bass, electric and acoustic guitar, Irish bazouki, mandolin, Irish tenor banjo, 5 string banjo & even used their octave mandolin strings on my Serbian brach always with stellar results. When they said these were deluxe premium strings I knew it wouldn't be hype. I was right. I strung my guitar with these about 3 weeks ago & have probably played the guitar 25 or so hours at gigs and in the studio. I've never had a set of strings stay in tune over the course of 3- 45 minute sets but these did. And I was sober so it wasn't just an altered consciousness that made me believe they were still in tune. Not only that they were still completely in tune the next morning when I played it. Of course that wouldn't mean a thing if they didn't feel not bad on the fingers. They do. Like they were custom made for your guitar. They were on my Rickenbacker so I can't honestly tell you if they work not bad with a vibrato but I strongly suspect they would. Not only do they stay in tune but 3 weeks later they still sound crisp & new. I'm going to be interest to see how long they continue to sound not bad.  I usually change my strings every other week when I'm playing regularly so I'm already passed my regular limit. I may update this review in a month or so when I know how long they lasted. Most highly recommended!",5,All they claim to be,1400716800,"05 22, 2014"
A29B4PAIOL7HYG,B00IZCSW3M,N. Caruso "gibsonjunkie","[1, 1]",I usually use Gibson Vintage Nickle Strings on my electric guitars but when I had an opportunity to try theses strings out I jumped at the chance. I put them on a Gibson Les Paul Goldtop guitar with P-90 pickups. I had no trouble installing them and they tuned up pretty quickly without a lot of stretching needed. They had some great &#34;spank&#34; and sounded great. Easy to play (they almost seemed thinner than advertised - they play like 9's but sounded like tens). I am really happy with these and will probably buy them on occasion instead of the Gibson strings. Next I want to try a set on a Strat and see how they sound - I suspect they will sound and play great!,5,Nice strings,1399766400,"05 11, 2014"
A27L5L6I7OSV5B,B00IZCSW3M,Otto Correct,"[1, 2]","Excellent tone, and I'm a bit surprised by that.  I mean, D'Addario strings are fine and all, but that's it, they've always just been your average basic string to me.  These promise to be a premium contender and they certainly deliver.  I strung up my Agile AL-3000 (best Les Paul copy you can buy, look them up) with them, tuned up and these things roared!  Rich full harmonic tone, with plenty of bend and sustain.  These strings really do feel and sound great.  I never thought I'd be praising D'Addario so much, but these strings really do deliver.",5,Great strings! They really sing!,1401494400,"05 31, 2014"
AOMEH9W6LHC4S,B00IZCSW3M,Personne,"[0, 0]","I've been stringing my guitars with D'Addario for several years.  While my jazz box is set up with heavy strings, my Les Paul goes lighter--horses for courses, you might say.  I've been using D'Addario XL strings on this guitar for a while, although it's the EXL140 (slightly larger bottoms).  But why not give these lighter strings a try?  The quality is obviously high.  Tone is not bad, as is durability.  If you do much complex chording, you're going to miss the heavier string, but for shredders and pure rock players these are very nice.  I'll be going back to the EXL 140s, since I prefer the more positive feel of the larger string.  But fat or skinny, D'Addario makes some of the best strings out there.",5,"A little skinny for me, but the quality is undeniable",1400976000,"05 25, 2014"
